GarageFinish,GrLivArea,MasVnrArea,OverallQual,YearBuilt,SalePrice
2,3.0584260244570056,0.0,5,1961,5.118595365223762
2,3.091315159697223,0.0,8,2007,5.255031163345551
1,3.0236639181977933,0.0,6,1980,5.158362492095249
2,3.216429830876251,338.0,8,2007,5.466981737356821
1,3.1835545336188615,145.0,5,1957,5.159867847092567
1,3.0849335749367164,0.0,5,1947,5.073718350346122
1,3.255272505103306,0.0,5,1961,5.14921911265538
2,3.290034611362518,1600.0,7,1997,5.378397900948138
3,3.410608542568368,270.0,8,2007,5.440909082065218
3,3.4575791469957626,208.0,9,2005,5.745528376744706
1,3.3807537708039,0.0,7,1940,5.3881012015705165
3,3.288696260590256,0.0,9,2003,5.556302500767288
1,2.94546858513182,0.0,4,1956,5.013679697291193
1,3.182414652434554,0.0,5,1926,5.008600171761918
3,3.1920095926536702,0.0,6,1980,5.17897694729317
3,3.4581844355702627,337.0,8,1992,5.45484486000851
3,3.2008504980910777,0.0,4,1959,5.128502659857898
1,3.172310968521954,0.0,6,1945,5.05307844348342
2,3.2347702951609167,117.0,7,1990,5.273001272063738
1,3.1335389083702174,0.0,5,1938,5.098643725817057
1,3.196728722623287,216.0,6,2000,5.249198357391113
2,3.1020905255118367,0.0,5,1965,5.255031163345551
1,3.0187004986662433,0.0,5,1952,4.748133736802754
1,2.979548374704095,0.0,5,1976,5.122215878272827
1,3.1427022457376155,0.0,7,1946,5.1303337684950066
3,3.298634783124436,210.0,8,2002,5.4065401804339555
1,3.232996110392154,0.0,7,1921,5.146128035678238
2,3.227629649571009,148.0,8,2002,5.432969290874405
3,3.1760912590556813,45.0,7,2006,5.391954325687043
2,3.1360860973840974,94.0,7,2005,5.306425027550687
1,3.0382226383687185,80.0,4,1970,4.8750612633917
1,3.1351326513767748,376.0,5,1971,5.088136088700551
1,3.030599721965951,0.0,5,1921,5.035349676522988
1,3.1166077439882485,0.0,5,1940,5.204119982655925
3,3.0484418035504044,0.0,6,1977,5.232996110392154
1,3.115943176939055,135.0,6,2005,5.292256071356476
1,3.3027637084729817,0.0,5,1948,5.352182518111363
3,3.0958664534785427,0.0,8,2005,5.294466226161593
1,3.119585774961784,0.0,4,1920,4.6020599913279625
3,3.2402995820027125,456.0,8,1999,5.236789099409293
1,3.1280760126687155,0.0,5,1921,5.190051417759206
1,3.1855421548543754,0.0,7,1975,5.447158031342219
1,3.160168292958512,0.0,7,1996,5.243038048686294
1,3.1283992687178066,0.0,5,1920,5.1673173347481764
1,3.419955748489758,473.0,8,1998,5.498310553789601
2,3.1261314072619846,0.0,7,2003,5.267171728403014
3,2.991226075692495,0.0,5,1967,5.131939295210425
2,3.305351369446624,0.0,8,1995,5.379305517750582
1,3.049605612594973,0.0,5,1963,5.143014800254095
1,3.2027606873931997,0.0,6,1940,5.146128035678238
2,2.950364854376123,65.0,5,1966,5.041392685158225
2,3.350829273582968,246.0,7,1990,5.352182518111363
2,3.1089031276673134,148.0,6,1977,5.156851901070011
1,3.0881360887005513,0.0,4,1959,5.110421346473957
1,3.16761267272753,894.0,6,1999,5.236789099409293
1,3.1344958558346736,0.0,7,1954,5.382917135087531
2,3.1947917577219247,36.0,8,2008,5.419129307741976
3,3.14674801363064,72.0,7,2006,5.288251461892088
2,3.0584260244570056,128.0,5,1959,5.155336037465062
1,3.130976691605617,120.0,5,1958,5.113943352306837
1,3.2390490931401916,0.0,5,1977,5.100370545117563
1,2.951337518795918,0.0,5,1974,5.153814864344529
3,3.1218879851036814,176.0,8,2006,5.4048337166199385
3,3.2166935991697545,459.0,5,1977,5.337459261290657
1,3.053462604925455,0.0,5,1941,4.8228216453031045
3,3.166133970305109,0.0,8,2007,5.303196057420489
1,3.084576277934331,176.0,6,1958,5.190331698170292
2,3.0523090996473234,0.0,4,1920,4.835056101720117
1,2.9858753573083936,0.0,4,1927,4.8095597146352675
1,3.2127201544178425,252.0,6,1966,5.238046103128795
2,3.0711452904510828,0.0,4,1900,5.011891711113969
1,2.9684829485539352,0.0,4,1946,4.928907690243952
3,3.1763806922432702,112.0,6,1993,5.219060332448861
1,2.936513742478893,207.0,6,1959,5.079181246047625
2,3.0895518828864543,0.0,4,1956,5.1303337684950066
3,3.2821687783046416,0.0,8,1992,5.342422680822207
1,3.144885418287142,0.0,6,1915,5.186320523991601
2,3.082066934285113,108.0,7,2007,5.290924559382755
1,2.998259338423699,0.0,6,1992,5.1673173347481764
1,3.314288660947498,128.0,7,1988,5.442479769064448
2,2.965201701025912,0.0,6,1980,5.155336037465062
1,2.8573324964312685,0.0,6,1928,5.024895960107485
3,3.473924693416157,300.0,7,1967,5.383815365980431
2,3.2415464805965484,0.0,7,1993,5.288919605661727
3,3.4690852991231207,1031.0,10,2006,5.642246823807891
2,3.273232834043046,270.0,6,1974,5.267171728403014
1,3.129367595722986,0.0,5,1910,5.031408464251625
2,3.1556396337597765,305.0,6,1962,5.217483944213907
1,3.0557604646877348,72.0,6,1987,5.2455126678141495
1,3.0253058652647704,0.0,5,1976,5.113609151073028
1,2.89707700320942,0.0,5,1948,5.060697840353612
3,3.2643455070500926,0.0,5,2005,5.283617786365644
2,3.16790781000148,76.0,7,1991,5.204119982655925
1,3.1775364999298623,0.0,5,1940,5.161368002234975
1,2.8394780473741985,0.0,5,1920,4.9344984512435675
1,3.064083435963596,188.0,5,1968,5.198657086954423
2,3.028977705208778,0.0,6,1977,5.105510184769974
1,3.0877814178095426,0.0,6,1926,5.060697840353612
1,3.114610984232173,268.0,5,1972,5.077367905284157
2,3.204933522354145,0.0,6,1992,5.245265839457462
2,3.3201462861110542,438.0,8,1995,5.380211241711606
3,3.295127085252191,375.0,8,2006,5.596597095626461
2,3.082066934285113,0.0,6,1977,5.217483944213907
1,2.951337518795918,0.0,5,1976,5.107888025182799
3,3.215901813204032,145.0,7,1989,5.439332693830263
1,3.237040791379191,205.0,7,2007,5.4939763853651815
3,3.286231854028553,74.0,6,2007,5.330413773349191
3,3.1261314072619846,443.0,6,1998,5.186108379813206
3,2.9283958522567137,170.0,6,2003,5.158362492095249
1,3.002166061756508,0.0,4,1955,5.060697840353612
3,3.155336037465062,0.0,7,2000,5.2552725051033065
1,3.31722734917642,103.685261707989,10,2006,5.6674529528899535
2,3.1261314072619846,0.0,8,1993,5.2552725051033065
2,3.2946866242794433,0.0,7,2005,5.4031205211758175
1,3.0461047872460387,0.0,5,1976,4.929418925714293
1,3.0877814178095426,0.0,4,1962,5.00774777800074
1,3.000867721531227,76.0,5,1970,5.171726453653231
1,3.232742062720737,50.0,7,2004,5.138302698166282
2,3.271609301378832,362.0,9,2007,5.50251042005621
1,3.168202746842631,0.0,5,1968,5.155336037465062
1,3.1925674533365456,0.0,5,1945,5.146128035678238
2,3.249442961442582,144.0,7,2002,5.28443073384452
1,2.7993405494535817,0.0,5,1970,4.963787827345556
2,3.1975562131535367,0.0,7,2006,5.294466226161593
1,2.8987251815894934,0.0,5,1924,5.039414119176137
2,3.2350231594952237,336.0,8,2007,5.472756449317212
2,3.1728946977521764,0.0,6,1968,5.268928822432613
2,3.2648178230095364,0.0,7,2001,5.361727836017593
1,3.053462604925455,435.0,4,1937,4.951682291395551
3,3.184691430817599,16.0,7,2005,5.414973347970818
3,3.1631613749770184,0.0,7,2005,5.276461804173244
1,3.1789769472931693,0.0,4,1940,5.033423755486949
1,2.936513742478893,0.0,4,1970,5.095169351431755
2,3.118595365223762,0.0,5,1957,5.161368002234975
2,3.1961761850399735,0.0,6,1993,5.250420002308894
1,2.900913067737669,0.0,5,1910,4.929418925714293
1,3.2474822606770544,252.0,5,1937,5.243038048686294
1,3.2281436075977417,0.0,5,1924,5.103803720955957
1,2.951337518795918,0.0,5,1972,5.175801632848279
3,3.1931245983544616,0.0,6,2005,5.2405492482825995
1,3.0622058088197126,0.0,4,1922,5.098643725817057
3,3.1528995963937474,210.0,6,1981,5.244277120801843
1,3.174931593528443,140.0,8,2007,5.352182518111363
1,2.960470777534299,0.0,6,1966,5.110589710299249
2,3.035829825252828,1047.0,5,1966,5.203984244420126
2,3.2043913319193,206.0,7,1978,5.195899652409234
1,3.2979792441593623,176.0,7,1965,5.311753861055754
1,3.06595298031387,168.0,7,1969,5.146128035678238
2,3.3554515201265174,0.0,6,2002,5.301029995663981
1,3.353916230920363,184.0,6,1953,5.33645973384853
2,2.916453948549925,0.0,5,1955,5.096910013008056
3,3.154119525515847,140.0,6,1977,5.2027606873932
3,3.2177470732627937,132.0,6,1986,5.264817823009537
1,2.89707700320942,0.0,5,1926,4.984527313343793
1,3.420615770625765,368.0,5,1969,5.301029995663981
1,3.1975562131535367,0.0,5,1928,5.173186268412274
3,3.171433900943008,0.0,6,2005,5.252610340567373
2,3.0791812460476247,103.685261707989,7,2003,5.266936911159173
2,3.0969100130080562,0.0,7,2006,5.216693599169754
3,3.279210512601395,0.0,7,1959,5.525044807036846
1,3.0170333392987803,340.0,3,1949,4.942008053022313
2,3.17666993266815,268.0,7,2009,5.367672672705433
1,3.089198366805149,0.0,5,1966,5.174205226940147
1,3.1031192535457137,0.0,5,1949,5.123851640967086
1,2.936513742478893,0.0,5,1925,4.991226075692495
1,3.2268575702887237,157.0,6,1980,5.317018101048111
1,3.2095150145426308,0.0,4,1976,5.176091259055681
1,2.9334872878487053,0.0,5,1982,5.130011949671904
2,3.1142772965615864,0.0,7,2006,5.2735799456762065
2,3.1775364999298623,90.0,6,1953,5.174641192660449
1,2.936513742478893,0.0,4,1970,5.064645144791936
1,3.0877814178095426,275.0,5,1979,5.18564696214057
1,3.1408221801093106,0.0,5,1954,5.217483944213907
1,2.9116901587538613,0.0,5,1982,5.1156105116743
3,3.1283992687178066,200.0,7,1997,5.314499227973152
1,3.1436392352745433,0.0,7,2007,5.164352855784437
1,3.0273496077747564,66.0,5,1960,5.102090525511837
1,3.0969100130080562,0.0,5,1910,5.143014800254095
1,3.161966616364075,0.0,4,1920,5.05307844348342
1,3.0398105541483504,0.0,6,1924,4.897627091290442
3,3.1547282074401557,103.685261707989,7,2007,5.260071387985075
3,3.2195845262142546,0.0,6,1995,5.27415784926368
2,2.936513742478893,0.0,5,1950,5.110589710299249
1,3.285107029566812,0.0,5,1916,5.204119982655925
2,3.1866738674997452,237.0,6,1962,5.2405492482825995
3,3.2702128548962426,0.0,7,2006,5.34086036206488
1,3.3025473724874854,160.0,10,2008,5.491361693834273
3,3.2533380053261065,562.0,9,2003,5.57287160220048
1,2.9858753573083936,0.0,5,1923,5.0
1,3.4239009185284166,220.0,6,1968,5.3979400086720375
1,2.9822712330395684,0.0,4,1965,5.161368002234975
1,3.443262987458695,0.0,10,1893,5.511883360978874
3,3.4220971631317103,772.0,9,2006,5.57978359661681
3,3.216429830876251,174.0,8,2004,5.439332693830263
1,3.1132746924643504,85.0,6,1985,5.2552725051033065
1,3.228913405994688,72.0,8,2008,5.389786062316935
2,2.9813655090785445,0.0,6,1960,5.1804126328383235
1,2.9995654882259823,0.0,5,1962,5.128722284338427
1,3.0086001717619175,0.0,5,1875,4.973127853599698
2,3.2237554536572413,0.0,7,2000,5.334453751150931
3,3.3248994970523134,660.0,8,1995,5.544068044350276
3,3.307496037913213,298.0,6,1976,5.290034611362518
2,3.0852905782300653,0.0,6,1980,5.079181246047625
2,3.336259552014193,149.0,8,2002,5.358886204405869
3,3.2671717284030137,0.0,7,1994,5.394451680826216
1,3.0584260244570056,0.0,5,1963,5.093421685162235
3,3.1772478362556233,14.0,7,2005,5.281033367247727
2,3.116939646550756,99.0,6,1974,5.2576785748691846
1,3.0996806411092503,0.0,6,1939,5.021189299069938
2,3.1528995963937474,0.0,5,1960,5.145817714491828
2,3.15896526038341,243.0,6,1958,5.198382130008294
1,3.0791812460476247,0.0,5,1946,5.1156105116743
2,3.2211533219547053,0.0,6,2000,5.236537261488694
1,3.1335389083702174,0.0,5,1955,5.113943352306837
3,3.150449409460881,0.0,8,2004,5.250420002308894
1,3.1277525158329733,0.0,6,1967,5.208172526667122
1,3.0484418035504044,0.0,5,1939,5.078819183098849
1,3.370142847051102,0.0,6,1932,5.378397900948138
2,3.2657609167176105,480.0,6,1977,5.278753600952829
1,2.9943171526696366,232.0,6,1971,4.931457870689005
2,3.2068258760318495,28.0,6,1977,5.311753861055754
1,3.03342375548695,0.0,6,1983,5.127104798364807
3,3.2100508498751372,149.0,4,1961,5.225309281725863
3,3.1792644643390253,0.0,6,1997,5.267171728403014
2,3.061452479087193,86.0,5,1964,5.2564772062416765
1,3.1925674533365456,0.0,5,1950,5.181843587944773
2,3.281260687055013,125.0,8,1993,5.332438459915605
1,3.115943176939055,0.0,5,1957,5.184691430817598
1,3.330007700872759,0.0,5,1898,5.02530586526477
2,3.3919930722597127,0.0,8,2004,5.531478917042255
1,3.2390490931401916,0.0,6,1962,5.201397124320452
2,3.0637085593914173,0.0,6,1929,5.079181246047625
1,3.248218561190075,75.0,5,1960,5.060697840353612
2,2.9813655090785445,0.0,6,1976,5.107209969647869
1,3.2619761913978125,452.0,9,2007,5.498052657968135
1,3.2345172835126865,0.0,5,1949,5.117271295655764
3,3.433449793761596,268.0,9,2008,5.649588934286463
1,3.1357685145678222,0.0,6,1931,5.105510184769974
1,3.2615007731982804,0.0,7,1915,5.190331698170292
2,3.0791812460476247,0.0,6,1995,5.249198357391113
1,3.1405080430381798,0.0,5,1941,5.108903127667314
1,3.1631613749770184,0.0,6,2005,5.2455126678141495
2,3.3888114134735234,528.0,8,1994,5.60422605308447
1,3.2931414834509307,0.0,5,1911,5.113943352306837
2,3.0382226383687185,260.0,6,1964,5.161368002234975
1,3.0464951643347082,0.0,5,1950,5.1673173347481764
1,2.936513742478893,0.0,4,1971,5.060697840353612
3,3.256236533205923,0.0,7,1999,5.276461804173244
1,3.2127201544178425,0.0,5,1967,5.155336037465062
2,3.4173055832445254,0.0,6,1974,5.380211241711606
1,3.118595365223762,166.0,7,2007,5.361727836017593
2,3.28397928423848,0.0,7,1992,5.278753600952829
2,3.171433900943008,109.0,7,2004,5.328379603438738
1,2.850033257689769,0.0,4,1940,4.9164539485499255
3,3.2337573629655103,262.0,8,2004,5.439174739843469
1,3.103461622094705,0.0,5,1960,5.190331698170292
3,3.321598430465344,0.0,8,2005,5.626340367375042
2,2.936513742478893,0.0,5,1972,5.108903127667314
3,3.3392526340327,154.0,9,2008,5.525044807036846
2,3.2105860249051563,0.0,8,1994,5.418301291319746
1,3.0170333392987803,0.0,5,1965,5.112269768417271
3,3.308564413561239,180.0,7,2001,5.347330015316951
3,3.17435059747938,0.0,8,1995,5.431363764158988
2,3.118595365223762,166.0,7,2007,5.317018101048111
1,3.2412973871099933,365.0,6,1968,5.243038048686294
2,3.327767489902729,0.0,7,1991,5.376576957056512
1,3.2345172835126865,0.0,5,1912,5.133219456732494
2,3.132899769944483,128.0,7,2009,5.350248018334163
2,3.155336037465062,0.0,7,2000,5.230448921378274
2,3.0867156639448825,0.0,7,2004,5.267171728403014
3,3.3209766773428235,0.0,7,2003,5.419955748489758
1,2.936513742478893,0.0,5,1965,4.7950662561556125
2,3.0224283711854865,85.0,5,1958,5.176091259055681
3,3.230704313612569,0.0,5,1975,5.232996110392154
2,3.0236639181977933,0.0,5,1958,5.143014800254095
1,3.0655797147284485,0.0,3,1955,5.100973313405723
2,3.2214142378423385,103.685261707989,7,2007,5.313761796292437
1,3.077731179652392,0.0,6,1920,5.041392685158225
3,3.496929648073215,860.0,9,2008,5.685741738602264
